fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-08-18,18/08/2026,oferta_demanda,Dólar de N.A.,,3.356,3.362,,,
2026-08-18,18/08/2026,oferta_demanda,Dólar Canadiense,,2.24,2.615,,,
2026-08-18,18/08/2026,oferta_demanda,Libra Esterlina,,4.279,4.561,,,
2026-08-18,18/08/2026,oferta_demanda,Yen Japonés,,0.021,0.023,,,
2026-08-18,18/08/2026,oferta_demanda,Peso Mexicano,,0.196,0.197,,,
2026-08-18,18/08/2026,oferta_demanda,Franco Suizo,,3.763,4.398,,,
2026-08-18,18/08/2026,oferta_demanda,Euro,,3.606,4.082,,,
2026-08-18,18/08/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-08-18,18/08/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-08-18,18/08/2026,mercado_profesional,Dólar de N.A.,,,,3.3584,,
