fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-21,21/07/2026,oferta_demanda,Dólar de N.A.,,3.393,3.403,,,
2026-07-21,21/07/2026,oferta_demanda,Dólar Canadiense,,2.331,2.425,,,
2026-07-21,21/07/2026,oferta_demanda,Libra Esterlina,,4.234,4.642,,,
2026-07-21,21/07/2026,oferta_demanda,Yen Japonés,,0.021,0.021,,,
2026-07-21,21/07/2026,oferta_demanda,Peso Mexicano,,,0.194,,,
2026-07-21,21/07/2026,oferta_demanda,Franco Suizo,,3.92,4.364,,,
2026-07-21,21/07/2026,oferta_demanda,Euro,,3.854,3.937,,,
2026-07-21,21/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-21,21/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-21,21/07/2026,mercado_profesional,Dólar de N.A.,,,,3.3975,,
