fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-05-28,28/05/2026,oferta_demanda,Dólar de N.A.,,3.41,3.416,,,
2026-05-28,28/05/2026,oferta_demanda,Dólar Canadiense,,2.283,2.509,,,
2026-05-28,28/05/2026,oferta_demanda,Libra Esterlina,,4.27,4.726,,,
2026-05-28,28/05/2026,oferta_demanda,Yen Japonés,,,0.026,,,
2026-05-28,28/05/2026,oferta_demanda,Peso Mexicano,,0.196,0.197,,,
2026-05-28,28/05/2026,oferta_demanda,Franco Suizo,,4.002,4.682,,,
2026-05-28,28/05/2026,oferta_demanda,Euro,,3.697,4.114,,,
2026-05-28,28/05/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-05-28,28/05/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-05-28,28/05/2026,mercado_profesional,Dólar de N.A.,,,,3.4122,,
