fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-05-29,29/05/2026,oferta_demanda,Dólar de N.A.,,3.412,3.417,,,
2026-05-29,29/05/2026,oferta_demanda,Dólar Canadiense,,2.486,0.003,,,
2026-05-29,29/05/2026,oferta_demanda,Libra Esterlina,,4.387,4.803,,,
2026-05-29,29/05/2026,oferta_demanda,Yen Japonés,,0.018,0.022,,,
2026-05-29,29/05/2026,oferta_demanda,Peso Mexicano,,0.196,0.197,,,
2026-05-29,29/05/2026,oferta_demanda,Franco Suizo,,,4.733,,,
2026-05-29,29/05/2026,oferta_demanda,Euro,,3.973,4.162,,,
2026-05-29,29/05/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-05-29,29/05/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-05-29,29/05/2026,mercado_profesional,Dólar de N.A.,,,,3.4138,,
