fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-08-04,04/08/2026,oferta_demanda,Dólar de N.A.,,3.386,3.394,,,
2026-08-04,04/08/2026,oferta_demanda,Dólar Canadiense,,2.225,2.418,,,
2026-08-04,04/08/2026,oferta_demanda,Libra Esterlina,,4.325,4.653,,,
2026-08-04,04/08/2026,oferta_demanda,Yen Japonés,,,0.024,,,
2026-08-04,04/08/2026,oferta_demanda,Peso Mexicano,,0.196,0.197,,,
2026-08-04,04/08/2026,oferta_demanda,Franco Suizo,,3.855,4.36,,,
2026-08-04,04/08/2026,oferta_demanda,Euro,,3.624,4.075,,,
2026-08-04,04/08/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-08-04,04/08/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-08-04,04/08/2026,mercado_profesional,Dólar de N.A.,,,,3.3897,,
