fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-20,20/07/2026,oferta_demanda,Dólar de N.A.,,3.398,3.408,,,
2026-07-20,20/07/2026,oferta_demanda,Dólar Canadiense,,2.197,2.429,,,
2026-07-20,20/07/2026,oferta_demanda,Libra Esterlina,,4.374,4.598,,,
2026-07-20,20/07/2026,oferta_demanda,Yen Japonés,,0.021,0.022,,,
2026-07-20,20/07/2026,oferta_demanda,Peso Mexicano,,0.195,0.196,,,
2026-07-20,20/07/2026,oferta_demanda,Franco Suizo,,3.855,4.289,,,
2026-07-20,20/07/2026,oferta_demanda,Euro,,3.603,4.087,,,
2026-07-20,20/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-20,20/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-20,20/07/2026,mercado_profesional,Dólar de N.A.,,,,3.4022,,
