fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-05,05/06/2026,oferta_demanda,Dólar de N.A.,,3.442,3.443,,,
2026-06-05,05/06/2026,oferta_demanda,Dólar Canadiense,,2.309,2.545,,,
2026-06-05,05/06/2026,oferta_demanda,Libra Esterlina,,4.445,4.663,,,
2026-06-05,05/06/2026,oferta_demanda,Yen Japonés,,0.021,0.022,,,
2026-06-05,05/06/2026,oferta_demanda,Peso Mexicano,,0.198,0.199,,,
2026-06-05,05/06/2026,oferta_demanda,Franco Suizo,,4.0,4.359,,,
2026-06-05,05/06/2026,oferta_demanda,Euro,,3.731,4.202,,,
2026-06-05,05/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-05,05/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-05,05/06/2026,mercado_profesional,Dólar de N.A.,,,,3.4548,,
