pais,moneda,tc
Argentina,Peso Argentino,0.002269
Australia,Dólar Australiano,2.387186
"Bolivia, Estado Plurinacional de",Boliviano,0.28071
Brasil,Real,0.662317
Bulgaria,Lev,1.998113
Canadá,Dólar Canadiense,2.40958
Chile,Peso Chileno,0.00372
China,Yuan,0.502556
China,Yuan Chino Off-Shore,0.502506
Colombia,Peso Colombiano,0.001061
"Corea, República de (Sur)",Won Surcoreano,0.002374
Costa Rica,Colón de Costa Rica,0.007552
Ecuador,Dólar de N.A.,3.391
Emiratos Árabes Unidos,Dirham,0.923247
Estados Unidos de América,Dólar de N.A.,3.391
Federación Rusa (Rusia),Rublo,0.042269
Filipinas,Peso de Filipinas,0.055446
Georgia,Lari Georgiano,1.304433
Guatemala,Quetzal,0.445014
Hong Kong,Dólar de Hong Kong,0.432342
India,Rupia de la India,0.035551
Indonesia,Rupia de Indonesia,0.000187
Japón,Yen Japonés,0.021516
Malasia,Dólar Malasio o Ringgit,0.828184
México,Peso Mexicano,0.196329
Namibia,Dólar Namibio,0.206871
Nigeria,Naira Nigeriana,0.002489
Noruega,Corona Noruega,0.355085
Panamá,Balboa,3.391
Paraguay,Guaraní,0.00057
Polonia,Zloty Polaco,0.909507
Reino Unido,Libra Esterlina,4.55902
República Dominicana,Peso de República Dominicana,0.058366
Singapur,Dólar de Singapur,2.644675
Suecia,Corona Sueca,0.355902
Suiza,Franco Suizo,4.18642
Tailandia,Baht,0.101967
"Taiwán, Provincia de China",Nuevo Dólar de Taiwan,0.104507
Turquía,Lira,0.071326
Unión,Europea Euro,3.908033
Uruguay,Peso Uruguayo,0.084355
Vietnam,Dong,0.000129
