pais,moneda,tc
Argentina,Peso Argentino,0.002509
Australia,Dólar Australiano,2.512402
"Bolivia, Estado Plurinacional de",Boliviano,0.50984
Brasil,Real,0.711407
Bulgaria,Lev,2.090562
Canadá,Dólar Canadiense,2.566267
Chile,Peso Chileno,0.003858
China,Yuan,0.511794
China,Yuan Chino Off-Shore,0.511871
Colombia,Peso Colombiano,0.000944
"Corea, República de (Sur)",Won Surcoreano,0.002384
Costa Rica,Colón de Costa Rica,0.007731
Ecuador,Dólar de N.A.,3.495
Emiratos Árabes Unidos,Dirham,0.951538
Estados Unidos de América,Dólar de N.A.,3.495
Federación Rusa (Rusia),Rublo,0.046546
Filipinas,Peso de Filipinas,0.056776
Georgia,Lari Georgiano,1.313959
Guatemala,Quetzal,0.458313
Hong Kong,Dólar de Hong Kong,0.445983
India,Rupia de la India,0.03668
Indonesia,Rupia de Indonesia,0.000199
Japón,Yen Japonés,0.022144
Malasia,Dólar Malasio o Ringgit,0.882575
México,Peso Mexicano,0.201204
Namibia,Dólar Namibio,0.209794
Nigeria,Naira Nigeriana,0.002558
Noruega,Corona Noruega,0.377813
Panamá,Balboa,3.495
Paraguay,Guaraní,0.000566
Polonia,Zloty Polaco,0.962729
Reino Unido,Libra Esterlina,4.736414
República Dominicana,Peso de República Dominicana,0.058838
Singapur,Dólar de Singapur,2.740318
Suecia,Corona Sueca,0.377401
Suiza,Franco Suizo,4.464744
Tailandia,Baht,0.107377
"Taiwán, Provincia de China",Nuevo Dólar de Taiwan,0.110585
Turquía,Lira,0.077295
Unión,Europea Euro,4.088675
Uruguay,Peso Uruguayo,0.087431
Vietnam,Dong,0.000133
