fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-09-07,07/09/2026,oferta_demanda,Dólar de N.A.,,3.351,3.372,,,
2026-09-07,07/09/2026,oferta_demanda,Dólar Canadiense,,2.189,2.442,,,
2026-09-07,07/09/2026,oferta_demanda,Libra Esterlina,,4.29,4.592,,,
2026-09-07,07/09/2026,oferta_demanda,Yen Japonés,,,0.021,,,
2026-09-07,07/09/2026,oferta_demanda,Peso Mexicano,,,0.2,,,
2026-09-07,07/09/2026,oferta_demanda,Franco Suizo,,,3.848,,,
2026-09-07,07/09/2026,oferta_demanda,Euro,,3.896,3.909,,,
2026-09-07,07/09/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-09-07,07/09/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-09-07,07/09/2026,mercado_profesional,Dólar de N.A.,,,,3.36,,
