fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-04-08,08/04/2026,oferta_demanda,Dólar de N.A.,,3.389,3.399,,,
2026-04-08,08/04/2026,oferta_demanda,Dólar Canadiense,,2.658,0.003,,,
2026-04-08,08/04/2026,oferta_demanda,Libra Esterlina,,4.493,4.678,,,
2026-04-08,08/04/2026,oferta_demanda,Yen Japonés,,,0.024,,,
2026-04-08,08/04/2026,oferta_demanda,Peso Mexicano,,0.193,0.195,,,
2026-04-08,08/04/2026,oferta_demanda,Franco Suizo,,3.958,4.444,,,
2026-04-08,08/04/2026,oferta_demanda,Euro,,3.78,4.108,,,
2026-04-08,08/04/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-04-08,08/04/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-04-08,08/04/2026,mercado_profesional,Dólar de N.A.,,,,3.3847,,
