fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-02-10,10/02/2026,oferta_demanda,Dólar de N.A.,,3.353,3.362,,,
2026-02-10,10/02/2026,oferta_demanda,Dólar Canadiense,,2.494,0.003,,,
2026-02-10,10/02/2026,oferta_demanda,Libra Esterlina,,4.237,4.617,,,
2026-02-10,10/02/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-02-10,10/02/2026,oferta_demanda,Peso Mexicano,,0.194,0.196,,,
2026-02-10,10/02/2026,oferta_demanda,Franco Suizo,,4.051,4.543,,,
2026-02-10,10/02/2026,oferta_demanda,Euro,,3.728,4.182,,,
2026-02-10,10/02/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-02-10,10/02/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-02-10,10/02/2026,mercado_profesional,Dólar de N.A.,,,,3.3573,,
