fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-03-20,20/03/2026,oferta_demanda,Dólar de N.A.,,3.469,3.477,,,
2026-03-20,20/03/2026,oferta_demanda,Dólar Canadiense,,2.334,2.635,,,
2026-03-20,20/03/2026,oferta_demanda,Libra Esterlina,,4.368,4.505,,,
2026-03-20,20/03/2026,oferta_demanda,Yen Japonés,,,0.027,,,
2026-03-20,20/03/2026,oferta_demanda,Peso Mexicano,,0.194,0.195,,,
2026-03-20,20/03/2026,oferta_demanda,Franco Suizo,,4.03,4.564,,,
2026-03-20,20/03/2026,oferta_demanda,Euro,,3.803,4.183,,,
2026-03-20,20/03/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-03-20,20/03/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-03-20,20/03/2026,mercado_profesional,Dólar de N.A.,,,,3.478,,
