fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-23,23/06/2026,oferta_demanda,Dólar de N.A.,,3.401,3.41,,,
2026-06-23,23/06/2026,oferta_demanda,Dólar Canadiense,,2.404,0.003,,,
2026-06-23,23/06/2026,oferta_demanda,Libra Esterlina,,4.204,4.521,,,
2026-06-23,23/06/2026,oferta_demanda,Yen Japonés,,,0.021,,,
2026-06-23,23/06/2026,oferta_demanda,Peso Mexicano,,0.191,0.195,,,
2026-06-23,23/06/2026,oferta_demanda,Franco Suizo,,4.195,4.552,,,
2026-06-23,23/06/2026,oferta_demanda,Euro,,3.687,4.026,,,
2026-06-23,23/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-23,23/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-23,23/06/2026,mercado_profesional,Dólar de N.A.,,,,3.4088,,
