fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-08-05,05/08/2026,oferta_demanda,Dólar de N.A.,,3.385,3.394,,,
2026-08-05,05/08/2026,oferta_demanda,Dólar Canadiense,,2.24,0.003,,,
2026-08-05,05/08/2026,oferta_demanda,Libra Esterlina,,4.278,5.0,,,
2026-08-05,05/08/2026,oferta_demanda,Yen Japonés,,0.021,0.023,,,
2026-08-05,05/08/2026,oferta_demanda,Peso Mexicano,,0.196,0.204,,,
2026-08-05,05/08/2026,oferta_demanda,Franco Suizo,,3.887,4.465,,,
2026-08-05,05/08/2026,oferta_demanda,Euro,,3.768,4.035,,,
2026-08-05,05/08/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-08-05,05/08/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-08-05,05/08/2026,mercado_profesional,Dólar de N.A.,,,,3.3888,,
