fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-02-04,04/02/2026,oferta_demanda,Dólar de N.A.,,3.356,3.364,,,
2026-02-04,04/02/2026,oferta_demanda,Dólar Canadiense,,2.275,2.505,,,
2026-02-04,04/02/2026,oferta_demanda,Libra Esterlina,,4.568,4.726,,,
2026-02-04,04/02/2026,oferta_demanda,Yen Japonés,,,0.023,,,
2026-02-04,04/02/2026,oferta_demanda,Peso Mexicano,,0.194,0.195,,,
2026-02-04,04/02/2026,oferta_demanda,Franco Suizo,,,4.349,,,
2026-02-04,04/02/2026,oferta_demanda,Euro,,3.777,4.164,,,
2026-02-04,04/02/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-02-04,04/02/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-02-04,04/02/2026,mercado_profesional,Dólar de N.A.,,,,3.3599,,
