fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-08-28,28/08/2026,oferta_demanda,Dólar de N.A.,,3.348,3.356,,,
2026-08-28,28/08/2026,oferta_demanda,Dólar Canadiense,,2.272,2.535,,,
2026-08-28,28/08/2026,oferta_demanda,Libra Esterlina,,,4.807,,,
2026-08-28,28/08/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-08-28,28/08/2026,oferta_demanda,Peso Mexicano,,0.197,0.2,,,
2026-08-28,28/08/2026,oferta_demanda,Franco Suizo,,4.003,4.527,,,
2026-08-28,28/08/2026,oferta_demanda,Euro,,3.836,3.948,,,
2026-08-28,28/08/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-08-28,28/08/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-08-28,28/08/2026,mercado_profesional,Dólar de N.A.,,,,3.3534,,
