fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-08,08/07/2026,oferta_demanda,Dólar de N.A.,,3.405,3.412,,,
2026-07-08,08/07/2026,oferta_demanda,Dólar Canadiense,,2.24,2.412,,,
2026-07-08,08/07/2026,oferta_demanda,Libra Esterlina,,4.213,4.886,,,
2026-07-08,08/07/2026,oferta_demanda,Yen Japonés,,0.021,0.023,,,
2026-07-08,08/07/2026,oferta_demanda,Peso Mexicano,,0.194,0.195,,,
2026-07-08,08/07/2026,oferta_demanda,Franco Suizo,,3.892,4.3,,,
2026-07-08,08/07/2026,oferta_demanda,Euro,,3.614,3.989,,,
2026-07-08,08/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-08,08/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-08,08/07/2026,mercado_profesional,Dólar de N.A.,,,,3.4098,,
