pais,moneda,tc
Argentina,Peso Argentino,0.002398
Australia,Dólar Australiano,2.361778
"Bolivia, Estado Plurinacional de",Boliviano,0.48805
Brasil,Real,0.638952
Bulgaria,Lev,2.019052
Canadá,Dólar Canadiense,2.446311
Chile,Peso Chileno,0.003881
China,Yuan,0.485026
China,Yuan Chino Off-Shore,0.48606
Colombia,Peso Colombiano,0.000911
"Corea, República de (Sur)",Won Surcoreano,0.002314
Costa Rica,Colón de Costa Rica,0.006993
Ecuador,Dólar de N.A.,3.349
Emiratos Árabes Unidos,Dirham,0.911789
Estados Unidos de América,Dólar de N.A.,3.349
Federación Rusa (Rusia),Rublo,0.043848
Filipinas,Peso de Filipinas,0.057898
Georgia,Lari Georgiano,1.263296
Guatemala,Quetzal,0.437111
Hong Kong,Dólar de Hong Kong,0.428575
India,Rupia de la India,0.036933
Indonesia,Rupia de Indonesia,0.000198
Japón,Yen Japonés,0.021641
Malasia,Dólar Malasio o Ringgit,0.858717
México,Peso Mexicano,0.194597
Namibia,Dólar Namibio,0.208328
Nigeria,Naira Nigeriana,0.002502
Noruega,Corona Noruega,0.351715
Panamá,Balboa,3.349
Paraguay,Guaraní,0.000519
Polonia,Zloty Polaco,0.937228
Reino Unido,Libra Esterlina,4.525674
República Dominicana,Peso de República Dominicana,0.054605
Singapur,Dólar de Singapur,2.643878
Suecia,Corona Sueca,0.371123
Suiza,Franco Suizo,4.33303
Tailandia,Baht,0.107339
"Taiwán, Provincia de China",Nuevo Dólar de Taiwan,0.106609
Turquía,Lira,0.076535
Unión,Europea Euro,3.948826
Uruguay,Peso Uruguayo,0.086518
Vietnam,Dong,0.000131
