fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-08-07,07/08/2026,oferta_demanda,Dólar de N.A.,,3.374,3.391,,,
2026-08-07,07/08/2026,oferta_demanda,Dólar Canadiense,,2.416,2.523,,,
2026-08-07,07/08/2026,oferta_demanda,Libra Esterlina,,,4.581,,,
2026-08-07,07/08/2026,oferta_demanda,Yen Japonés,,,0.023,,,
2026-08-07,07/08/2026,oferta_demanda,Peso Mexicano,,0.197,0.216,,,
2026-08-07,07/08/2026,oferta_demanda,Franco Suizo,,4.197,4.525,,,
2026-08-07,07/08/2026,oferta_demanda,Euro,,3.916,3.981,,,
2026-08-07,07/08/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-08-07,07/08/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-08-07,07/08/2026,mercado_profesional,Dólar de N.A.,,,,3.38,,
