fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-19,19/06/2026,oferta_demanda,Dólar de N.A.,,3.377,3.386,,,
2026-06-19,19/06/2026,oferta_demanda,Dólar Canadiense,,2.245,2.368,,,
2026-06-19,19/06/2026,oferta_demanda,Libra Esterlina,,4.396,4.726,,,
2026-06-19,19/06/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-06-19,19/06/2026,oferta_demanda,Peso Mexicano,,,0.196,,,
2026-06-19,19/06/2026,oferta_demanda,Franco Suizo,,3.975,4.435,,,
2026-06-19,19/06/2026,oferta_demanda,Euro,,3.811,4.031,,,
2026-06-19,19/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-19,19/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-19,19/06/2026,mercado_profesional,Dólar de N.A.,,,,3.3812,,
