fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-22,22/06/2026,oferta_demanda,Dólar de N.A.,,3.376,3.387,,,
2026-06-22,22/06/2026,oferta_demanda,Dólar Canadiense,,2.416,0.004,,,
2026-06-22,22/06/2026,oferta_demanda,Libra Esterlina,,4.423,4.588,,,
2026-06-22,22/06/2026,oferta_demanda,Yen Japonés,,,0.023,,,
2026-06-22,22/06/2026,oferta_demanda,Peso Mexicano,,,0.195,,,
2026-06-22,22/06/2026,oferta_demanda,Franco Suizo,,,3.878,,,
2026-06-22,22/06/2026,oferta_demanda,Euro,,3.601,3.926,,,
2026-06-22,22/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-22,22/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-22,22/06/2026,mercado_profesional,Dólar de N.A.,,,,3.3826,,
