fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-01,01/07/2026,oferta_demanda,Dólar de N.A.,,3.409,3.416,,,
2026-07-01,01/07/2026,oferta_demanda,Dólar Canadiense,,2.133,2.668,,,
2026-07-01,01/07/2026,oferta_demanda,Libra Esterlina,,4.185,4.564,,,
2026-07-01,01/07/2026,oferta_demanda,Yen Japonés,,0.021,0.022,,,
2026-07-01,01/07/2026,oferta_demanda,Peso Mexicano,,,0.196,,,
2026-07-01,01/07/2026,oferta_demanda,Franco Suizo,,3.867,4.473,,,
2026-07-01,01/07/2026,oferta_demanda,Euro,,3.772,4.002,,,
2026-07-01,01/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-01,01/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-01,01/07/2026,mercado_profesional,Dólar de N.A.,,,,3.414,,
