fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-01-16,16/01/2026,oferta_demanda,Dólar de N.A.,,3.354,3.363,,,
2026-01-16,16/01/2026,oferta_demanda,Dólar Canadiense,,2.405,2.475,,,
2026-01-16,16/01/2026,oferta_demanda,Libra Esterlina,,4.475,4.616,,,
2026-01-16,16/01/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-01-16,16/01/2026,oferta_demanda,Peso Mexicano,,0.189,0.19,,,
2026-01-16,16/01/2026,oferta_demanda,Franco Suizo,,,4.282,,,
2026-01-16,16/01/2026,oferta_demanda,Euro,,3.849,4.09,,,
2026-01-16,16/01/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-01-16,16/01/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,3.358,3.358,3.358
2026-01-16,16/01/2026,mercado_profesional,Dólar de N.A.,,,,3.359,,
