fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-07,07/07/2026,oferta_demanda,Dólar de N.A.,,3.401,3.409,,,
2026-07-07,07/07/2026,oferta_demanda,Dólar Canadiense,,2.271,2.414,,,
2026-07-07,07/07/2026,oferta_demanda,Libra Esterlina,,4.33,4.638,,,
2026-07-07,07/07/2026,oferta_demanda,Yen Japonés,,,0.024,,,
2026-07-07,07/07/2026,oferta_demanda,Peso Mexicano,,0.194,0.195,,,
2026-07-07,07/07/2026,oferta_demanda,Franco Suizo,,3.96,4.393,,,
2026-07-07,07/07/2026,oferta_demanda,Euro,,3.622,4.025,,,
2026-07-07,07/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-07,07/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-07,07/07/2026,mercado_profesional,Dólar de N.A.,,,,3.4046,,
