pais,moneda,tc
Argentina,Peso Argentino,0.002508
Australia,Dólar Australiano,2.521327
"Bolivia, Estado Plurinacional de",Boliviano,0.512905
Brasil,Real,0.708032
Bulgaria,Lev,2.102589
Canadá,Dólar Canadiense,2.58394
Chile,Peso Chileno,0.003855
China,Yuan,0.515015
China,Yuan Chino Off-Shore,0.514822
Colombia,Peso Colombiano,0.000946
"Corea, República de (Sur)",Won Surcoreano,0.002377
Costa Rica,Colón de Costa Rica,0.00779
Ecuador,Dólar de N.A.,3.517
Emiratos Árabes Unidos,Dirham,0.957528
Estados Unidos de América,Dólar de N.A.,3.517
Federación Rusa (Rusia),Rublo,0.046846
Filipinas,Peso de Filipinas,0.057123
Georgia,Lari Georgiano,1.322677
Guatemala,Quetzal,0.460762
Hong Kong,Dólar de Hong Kong,0.448963
India,Rupia de la India,0.036988
Indonesia,Rupia de Indonesia,0.000204
Japón,Yen Japonés,0.022372
Malasia,Dólar Malasio o Ringgit,0.889477
México,Peso Mexicano,0.200673
Namibia,Dólar Namibio,0.208987
Nigeria,Naira Nigeriana,0.00256
Noruega,Corona Noruega,0.379344
Panamá,Balboa,3.517
Paraguay,Guaraní,0.00058
Polonia,Zloty Polaco,0.965916
Reino Unido,Libra Esterlina,4.759134
República Dominicana,Peso de República Dominicana,0.059177
Singapur,Dólar de Singapur,2.75411
Suecia,Corona Sueca,0.378739
Suiza,Franco Suizo,4.488258
Tailandia,Baht,0.107378
"Taiwán, Provincia de China",Nuevo Dólar de Taiwan,0.111246
Turquía,Lira,0.077821
Unión,Europea Euro,4.112488
Uruguay,Peso Uruguayo,0.08771
Vietnam,Dong,0.000134
