fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-09-09,09/09/2026,oferta_demanda,Dólar de N.A.,,3.355,3.362,,,
2026-09-09,09/09/2026,oferta_demanda,Dólar Canadiense,,2.279,2.6,,,
2026-09-09,09/09/2026,oferta_demanda,Libra Esterlina,,4.19,4.633,,,
2026-09-09,09/09/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-09-09,09/09/2026,oferta_demanda,Peso Mexicano,,0.199,0.199,,,
2026-09-09,09/09/2026,oferta_demanda,Franco Suizo,,4.035,4.541,,,
2026-09-09,09/09/2026,oferta_demanda,Euro,,3.807,3.941,,,
2026-09-09,09/09/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-09-09,09/09/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-09-09,09/09/2026,mercado_profesional,Dólar de N.A.,,,,3.3587,,
