fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-01-08,08/01/2026,oferta_demanda,Dólar de N.A.,,3.359,3.368,,,
2026-01-08,08/01/2026,oferta_demanda,Dólar Canadiense,,2.242,2.443,,,
2026-01-08,08/01/2026,oferta_demanda,Libra Esterlina,,4.155,4.58,,,
2026-01-08,08/01/2026,oferta_demanda,Yen Japonés,,0.021,0.022,,,
2026-01-08,08/01/2026,oferta_demanda,Peso Mexicano,,0.186,0.188,,,
2026-01-08,08/01/2026,oferta_demanda,Franco Suizo,,,3.978,,,
2026-01-08,08/01/2026,oferta_demanda,Euro,,3.748,3.954,,,
2026-01-08,08/01/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-01-08,08/01/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-01-08,08/01/2026,mercado_profesional,Dólar de N.A.,,,,3.3638,,
