fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-01-29,29/01/2026,oferta_demanda,Dólar de N.A.,,3.34,3.345,,,
2026-01-29,29/01/2026,oferta_demanda,Dólar Canadiense,,2.566,0.003,,,
2026-01-29,29/01/2026,oferta_demanda,Libra Esterlina,,4.442,4.841,,,
2026-01-29,29/01/2026,oferta_demanda,Yen Japonés,,0.022,0.022,,,
2026-01-29,29/01/2026,oferta_demanda,Peso Mexicano,,0.192,0.198,,,
2026-01-29,29/01/2026,oferta_demanda,Franco Suizo,,,4.007,,,
2026-01-29,29/01/2026,oferta_demanda,Euro,,3.772,4.168,,,
2026-01-29,29/01/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-01-29,29/01/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,3.3449,3.343,3.345
2026-01-29,29/01/2026,mercado_profesional,Dólar de N.A.,,,,3.3434,,
