fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-25,25/06/2026,oferta_demanda,Dólar de N.A.,,3.408,3.415,,,
2026-06-25,25/06/2026,oferta_demanda,Dólar Canadiense,,2.33,2.41,,,
2026-06-25,25/06/2026,oferta_demanda,Libra Esterlina,,4.32,4.941,,,
2026-06-25,25/06/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-06-25,25/06/2026,oferta_demanda,Peso Mexicano,,0.194,0.194,,,
2026-06-25,25/06/2026,oferta_demanda,Franco Suizo,,4.019,4.384,,,
2026-06-25,25/06/2026,oferta_demanda,Euro,,3.776,3.953,,,
2026-06-25,25/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-25,25/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-25,25/06/2026,mercado_profesional,Dólar de N.A.,,,,3.4103,,
