pais,moneda,tc
Argentina,Peso Argentino,0.002503
Australia,Dólar Australiano,2.526408
"Bolivia, Estado Plurinacional de",Boliviano,0.512538
Brasil,Real,0.705556
Bulgaria,Lev,2.106021
Canadá,Dólar Canadiense,2.570927
Chile,Peso Chileno,0.003963
China,Yuan,0.514268
China,Yuan Chino Off-Shore,0.514155
Colombia,Peso Colombiano,0.000977
"Corea, República de (Sur)",Won Surcoreano,0.002387
Costa Rica,Colón de Costa Rica,0.007781
Ecuador,Dólar de N.A.,3.516
Emiratos Árabes Unidos,Dirham,0.957256
Estados Unidos de América,Dólar de N.A.,3.516
Federación Rusa (Rusia),Rublo,0.046819
Filipinas,Peso de Filipinas,0.057395
Georgia,Lari Georgiano,1.318831
Guatemala,Quetzal,0.460719
Hong Kong,Dólar de Hong Kong,0.448659
India,Rupia de la India,0.037189
Indonesia,Rupia de Indonesia,0.000204
Japón,Yen Japonés,0.022038
Malasia,Dólar Malasio o Ringgit,0.890016
México,Peso Mexicano,0.202279
Namibia,Dólar Namibio,0.212651
Nigeria,Naira Nigeriana,0.002546
Noruega,Corona Noruega,0.377541
Panamá,Balboa,3.516
Paraguay,Guaraní,0.000566
Polonia,Zloty Polaco,0.969635
Reino Unido,Libra Esterlina,4.753277
República Dominicana,Peso de República Dominicana,0.05929
Singapur,Dólar de Singapur,2.755053
Suecia,Corona Sueca,0.379306
Suiza,Franco Suizo,4.456273
Tailandia,Baht,0.108208
"Taiwán, Provincia de China",Nuevo Dólar de Taiwan,0.111556
Turquía,Lira,0.078059
Unión,Europea Euro,4.119026
Uruguay,Peso Uruguayo,0.088174
Vietnam,Dong,0.000134
