fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-05-20,20/05/2026,oferta_demanda,Dólar de N.A.,,3.408,3.414,,,
2026-05-20,20/05/2026,oferta_demanda,Dólar Canadiense,,2.295,2.489,,,
2026-05-20,20/05/2026,oferta_demanda,Libra Esterlina,,,4.594,,,
2026-05-20,20/05/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-05-20,20/05/2026,oferta_demanda,Peso Mexicano,,0.196,0.197,,,
2026-05-20,20/05/2026,oferta_demanda,Franco Suizo,,3.958,4.696,,,
2026-05-20,20/05/2026,oferta_demanda,Euro,,3.704,4.138,,,
2026-05-20,20/05/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-05-20,20/05/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-05-20,20/05/2026,mercado_profesional,Dólar de N.A.,,,,3.4088,,
