fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-01-26,26/01/2026,oferta_demanda,Dólar de N.A.,,3.346,3.356,,,
2026-01-26,26/01/2026,oferta_demanda,Dólar Canadiense,,2.396,2.518,,,
2026-01-26,26/01/2026,oferta_demanda,Libra Esterlina,,4.333,4.7,,,
2026-01-26,26/01/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-01-26,26/01/2026,oferta_demanda,Peso Mexicano,,,0.194,,,
2026-01-26,26/01/2026,oferta_demanda,Franco Suizo,,4.028,4.454,,,
2026-01-26,26/01/2026,oferta_demanda,Euro,,3.768,4.13,,,
2026-01-26,26/01/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-01-26,26/01/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,3.35,3.35,3.35
2026-01-26,26/01/2026,mercado_profesional,Dólar de N.A.,,,,3.35,,
