fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-15,15/06/2026,oferta_demanda,Dólar de N.A.,,3.375,3.387,,,
2026-06-15,15/06/2026,oferta_demanda,Dólar Canadiense,,2.251,2.526,,,
2026-06-15,15/06/2026,oferta_demanda,Libra Esterlina,,4.505,4.694,,,
2026-06-15,15/06/2026,oferta_demanda,Yen Japonés,,,0.021,,,
2026-06-15,15/06/2026,oferta_demanda,Peso Mexicano,,0.196,0.198,,,
2026-06-15,15/06/2026,oferta_demanda,Franco Suizo,,3.92,4.736,,,
2026-06-15,15/06/2026,oferta_demanda,Euro,,3.726,4.023,,,
2026-06-15,15/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-15,15/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-15,15/06/2026,mercado_profesional,Dólar de N.A.,,,,3.38,,
