fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-16,16/07/2026,oferta_demanda,Dólar de N.A.,,3.389,3.396,,,
2026-07-16,16/07/2026,oferta_demanda,Dólar Canadiense,,2.273,2.424,,,
2026-07-16,16/07/2026,oferta_demanda,Libra Esterlina,,4.305,4.708,,,
2026-07-16,16/07/2026,oferta_demanda,Yen Japonés,,0.021,0.022,,,
2026-07-16,16/07/2026,oferta_demanda,Peso Mexicano,,0.194,0.201,,,
2026-07-16,16/07/2026,oferta_demanda,Franco Suizo,,4.179,4.62,,,
2026-07-16,16/07/2026,oferta_demanda,Euro,,3.608,4.086,,,
2026-07-16,16/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-16,16/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-16,16/07/2026,mercado_profesional,Dólar de N.A.,,,,3.3935,,
