fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-08,08/06/2026,oferta_demanda,Dólar de N.A.,,3.488,3.498,,,
2026-06-08,08/06/2026,oferta_demanda,Dólar Canadiense,,,2.716,,,
2026-06-08,08/06/2026,oferta_demanda,Libra Esterlina,,4.55,4.762,,,
2026-06-08,08/06/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-06-08,08/06/2026,oferta_demanda,Peso Mexicano,,0.199,0.201,,,
2026-06-08,08/06/2026,oferta_demanda,Franco Suizo,,4.203,4.422,,,
2026-06-08,08/06/2026,oferta_demanda,Euro,,3.899,4.066,,,
2026-06-08,08/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-08,08/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-08,08/06/2026,mercado_profesional,Dólar de N.A.,,,,3.5038,,
