fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-31,31/07/2026,oferta_demanda,Dólar de N.A.,,3.391,3.4,,,
2026-07-31,31/07/2026,oferta_demanda,Dólar Canadiense,,2.242,2.513,,,
2026-07-31,31/07/2026,oferta_demanda,Libra Esterlina,,4.529,4.659,,,
2026-07-31,31/07/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-07-31,31/07/2026,oferta_demanda,Peso Mexicano,,0.195,0.196,,,
2026-07-31,31/07/2026,oferta_demanda,Franco Suizo,,3.905,4.388,,,
2026-07-31,31/07/2026,oferta_demanda,Euro,,3.774,4.021,,,
2026-07-31,31/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-31,31/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-31,31/07/2026,mercado_profesional,Dólar de N.A.,,,,3.3979,,
