fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-09-11,11/09/2026,oferta_demanda,Dólar de N.A.,,3.363,3.371,,,
2026-09-11,11/09/2026,oferta_demanda,Dólar Canadiense,,2.248,2.436,,,
2026-09-11,11/09/2026,oferta_demanda,Libra Esterlina,,4.242,4.815,,,
2026-09-11,11/09/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-09-11,11/09/2026,oferta_demanda,Peso Mexicano,,0.198,0.203,,,
2026-09-11,11/09/2026,oferta_demanda,Franco Suizo,,3.887,4.53,,,
2026-09-11,11/09/2026,oferta_demanda,Euro,,3.891,3.915,,,
2026-09-11,11/09/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-09-11,11/09/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-09-11,11/09/2026,mercado_profesional,Dólar de N.A.,,,,3.3665,,
