fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-09,09/06/2026,oferta_demanda,Dólar de N.A.,,3.372,3.375,,,
2026-06-09,09/06/2026,oferta_demanda,Dólar Canadiense,,2.235,2.42,,,
2026-06-09,09/06/2026,oferta_demanda,Libra Esterlina,,4.373,4.524,,,
2026-06-09,09/06/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-06-09,09/06/2026,oferta_demanda,Peso Mexicano,,,0.201,,,
2026-06-09,09/06/2026,oferta_demanda,Franco Suizo,,3.944,4.243,,,
2026-06-09,09/06/2026,oferta_demanda,Euro,,3.633,4.122,,,
2026-06-09,09/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-09,09/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,3.3869,3.359,3.39
2026-06-09,09/06/2026,mercado_profesional,Dólar de N.A.,,,,3.3642,,
