pais,moneda,tc
Argentina,Peso Argentino,0.002467
Australia,Dólar Australiano,2.496379
"Bolivia, Estado Plurinacional de",Boliviano,0.502816
Brasil,Real,0.703925
Bulgaria,Lev,2.074654
Canadá,Dólar Canadiense,2.518454
Chile,Peso Chileno,0.003866
China,Yuan,0.506727
China,Yuan Chino Off-Shore,0.507017
Colombia,Peso Colombiano,0.000924
"Corea, República de (Sur)",Won Surcoreano,0.002357
Costa Rica,Colón de Costa Rica,0.007571
Ecuador,Dólar de N.A.,3.446
Emiratos Árabes Unidos,Dirham,0.938198
Estados Unidos de América,Dólar de N.A.,3.446
Federación Rusa (Rusia),Rublo,0.0466
Filipinas,Peso de Filipinas,0.056866
Georgia,Lari Georgiano,1.295489
Guatemala,Quetzal,0.451809
Hong Kong,Dólar de Hong Kong,0.440199
India,Rupia de la India,0.036476
Indonesia,Rupia de Indonesia,0.0002
Japón,Yen Japonés,0.021999
Malasia,Dólar Malasio o Ringgit,0.879419
México,Peso Mexicano,0.200309
Namibia,Dólar Namibio,0.210292
Nigeria,Naira Nigeriana,0.002536
Noruega,Corona Noruega,0.374105
Panamá,Balboa,3.446
Paraguay,Guaraní,0.000562
Polonia,Zloty Polaco,0.958553
Reino Unido,Libra Esterlina,4.694824
República Dominicana,Peso de República Dominicana,0.058406
Singapur,Dólar de Singapur,2.720024
Suecia,Corona Sueca,0.373353
Suiza,Franco Suizo,4.435577
Tailandia,Baht,0.107033
"Taiwán, Provincia de China",Nuevo Dólar de Taiwan,0.109728
Turquía,Lira,0.076015
Unión,Europea Euro,4.057458
Uruguay,Peso Uruguayo,0.086756
Vietnam,Dong,0.000131
