fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-04-28,28/04/2026,oferta_demanda,Dólar de N.A.,,3.513,3.519,,,
2026-04-28,28/04/2026,oferta_demanda,Dólar Canadiense,,2.564,2.674,,,
2026-04-28,28/04/2026,oferta_demanda,Libra Esterlina,,4.725,4.96,,,
2026-04-28,28/04/2026,oferta_demanda,Yen Japonés,,0.022,0.023,,,
2026-04-28,28/04/2026,oferta_demanda,Peso Mexicano,,,0.201,,,
2026-04-28,28/04/2026,oferta_demanda,Franco Suizo,,,4.494,,,
2026-04-28,28/04/2026,oferta_demanda,Euro,,4.077,4.258,,,
2026-04-28,28/04/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-04-28,28/04/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-04-28,28/04/2026,mercado_profesional,Dólar de N.A.,,,,3.517,,
