fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-02-05,05/02/2026,oferta_demanda,Dólar de N.A.,,3.363,3.368,,,
2026-02-05,05/02/2026,oferta_demanda,Dólar Canadiense,,2.276,2.598,,,
2026-02-05,05/02/2026,oferta_demanda,Libra Esterlina,,4.63,4.637,,,
2026-02-05,05/02/2026,oferta_demanda,Yen Japonés,,0.02,0.022,,,
2026-02-05,05/02/2026,oferta_demanda,Peso Mexicano,,0.193,0.194,,,
2026-02-05,05/02/2026,oferta_demanda,Franco Suizo,,,4.075,,,
2026-02-05,05/02/2026,oferta_demanda,Euro,,3.702,4.137,,,
2026-02-05,05/02/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-02-05,05/02/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-02-05,05/02/2026,mercado_profesional,Dólar de N.A.,,,,3.3671,,
