fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-02,02/07/2026,oferta_demanda,Dólar de N.A.,,3.402,3.409,,,
2026-07-02,02/07/2026,oferta_demanda,Dólar Canadiense,,2.58,0.003,,,
2026-07-02,02/07/2026,oferta_demanda,Libra Esterlina,,4.42,4.71,,,
2026-07-02,02/07/2026,oferta_demanda,Yen Japonés,,,0.021,,,
2026-07-02,02/07/2026,oferta_demanda,Peso Mexicano,,0.195,0.195,,,
2026-07-02,02/07/2026,oferta_demanda,Franco Suizo,,,4.629,,,
2026-07-02,02/07/2026,oferta_demanda,Euro,,3.752,4.069,,,
2026-07-02,02/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-02,02/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-02,02/07/2026,mercado_profesional,Dólar de N.A.,,,,3.4047,,
