fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-05-08,08/05/2026,oferta_demanda,Dólar de N.A.,,3.441,3.45,,,
2026-05-08,08/05/2026,oferta_demanda,Dólar Canadiense,,2.524,0.003,,,
2026-05-08,08/05/2026,oferta_demanda,Libra Esterlina,,4.457,4.979,,,
2026-05-08,08/05/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-05-08,08/05/2026,oferta_demanda,Peso Mexicano,,0.2,0.206,,,
2026-05-08,08/05/2026,oferta_demanda,Franco Suizo,,4.11,4.55,,,
2026-05-08,08/05/2026,oferta_demanda,Euro,,3.835,4.294,,,
2026-05-08,08/05/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-05-08,08/05/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-05-08,08/05/2026,mercado_profesional,Dólar de N.A.,,,,3.4405,,
