fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-03,03/07/2026,oferta_demanda,Dólar de N.A.,,3.392,3.403,,,
2026-07-03,03/07/2026,oferta_demanda,Dólar Canadiense,,2.249,2.41,,,
2026-07-03,03/07/2026,oferta_demanda,Libra Esterlina,,4.207,4.707,,,
2026-07-03,03/07/2026,oferta_demanda,Yen Japonés,,0.021,0.023,,,
2026-07-03,03/07/2026,oferta_demanda,Peso Mexicano,,,0.195,,,
2026-07-03,03/07/2026,oferta_demanda,Franco Suizo,,3.892,4.483,,,
2026-07-03,03/07/2026,oferta_demanda,Euro,,3.765,4.028,,,
2026-07-03,03/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-03,03/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-03,03/07/2026,mercado_profesional,Dólar de N.A.,,,,3.3974,,
