fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-09-10,10/09/2026,oferta_demanda,Dólar de N.A.,,3.367,3.373,,,
2026-09-10,10/09/2026,oferta_demanda,Dólar Canadiense,,2.258,0.003,,,
2026-09-10,10/09/2026,oferta_demanda,Libra Esterlina,,4.214,4.573,,,
2026-09-10,10/09/2026,oferta_demanda,Yen Japonés,,0.021,0.024,,,
2026-09-10,10/09/2026,oferta_demanda,Peso Mexicano,,0.198,0.199,,,
2026-09-10,10/09/2026,oferta_demanda,Franco Suizo,,3.868,4.204,,,
2026-09-10,10/09/2026,oferta_demanda,Euro,,3.795,4.092,,,
2026-09-10,10/09/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-09-10,10/09/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-09-10,10/09/2026,mercado_profesional,Dólar de N.A.,,,,3.3709,,
