fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-05-21,21/05/2026,oferta_demanda,Dólar de N.A.,,3.411,3.418,,,
2026-05-21,21/05/2026,oferta_demanda,Dólar Canadiense,,2.486,0.003,,,
2026-05-21,21/05/2026,oferta_demanda,Libra Esterlina,,4.255,4.777,,,
2026-05-21,21/05/2026,oferta_demanda,Yen Japonés,,,0.021,,,
2026-05-21,21/05/2026,oferta_demanda,Peso Mexicano,,0.197,0.204,,,
2026-05-21,21/05/2026,oferta_demanda,Franco Suizo,,4.154,4.385,,,
2026-05-21,21/05/2026,oferta_demanda,Euro,,3.701,4.153,,,
2026-05-21,21/05/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-05-21,21/05/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-05-21,21/05/2026,mercado_profesional,Dólar de N.A.,,,,3.4163,,
