fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-09-03,03/09/2026,oferta_demanda,Dólar de N.A.,,3.355,3.365,,,
2026-09-03,03/09/2026,oferta_demanda,Dólar Canadiense,,2.446,0.003,,,
2026-09-03,03/09/2026,oferta_demanda,Libra Esterlina,,4.209,4.587,,,
2026-09-03,03/09/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-09-03,03/09/2026,oferta_demanda,Peso Mexicano,,0.198,0.202,,,
2026-09-03,03/09/2026,oferta_demanda,Franco Suizo,,,4.282,,,
2026-09-03,03/09/2026,oferta_demanda,Euro,,3.891,3.914,,,
2026-09-03,03/09/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-09-03,03/09/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-09-03,03/09/2026,mercado_profesional,Dólar de N.A.,,,,3.3603,,
