fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-03-02,02/03/2026,oferta_demanda,Dólar de N.A.,,3.359,3.368,,,
2026-03-02,02/03/2026,oferta_demanda,Dólar Canadiense,,2.123,2.523,,,
2026-03-02,02/03/2026,oferta_demanda,Libra Esterlina,,4.123,4.586,,,
2026-03-02,02/03/2026,oferta_demanda,Yen Japonés,,0.021,0.021,,,
2026-03-02,02/03/2026,oferta_demanda,Peso Mexicano,,0.193,0.195,,,
2026-03-02,02/03/2026,oferta_demanda,Franco Suizo,,,4.833,,,
2026-03-02,02/03/2026,oferta_demanda,Euro,,3.834,4.12,,,
2026-03-02,02/03/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-03-02,02/03/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-03-02,02/03/2026,mercado_profesional,Dólar de N.A.,,,,3.3645,,
