pais,moneda,tc
Argentina,Peso Argentino,0.002383
Australia,Dólar Australiano,2.382169
"Bolivia, Estado Plurinacional de",Boliviano,0.48907
Brasil,Real,0.65293
Bulgaria,Lev,2.022175
Canadá,Dólar Canadiense,2.451961
Chile,Peso Chileno,0.003876
China,Yuan,0.490278
China,Yuan Chino Off-Shore,0.490372
Colombia,Peso Colombiano,0.000893
"Corea, República de (Sur)",Won Surcoreano,0.002342
Costa Rica,Colón de Costa Rica,0.007178
Ecuador,Dólar de N.A.,3.356
Emiratos Árabes Unidos,Dirham,0.913694
Estados Unidos de América,Dólar de N.A.,3.356
Federación Rusa (Rusia),Rublo,0.043816
Filipinas,Peso de Filipinas,0.05826
Georgia,Lari Georgiano,1.265937
Guatemala,Quetzal,0.438062
Hong Kong,Dólar de Hong Kong,0.429001
India,Rupia de la India,0.036916
Indonesia,Rupia de Indonesia,0.000201
Japón,Yen Japonés,0.021462
Malasia,Dólar Malasio o Ringgit,0.863502
México,Peso Mexicano,0.194876
Namibia,Dólar Namibio,0.21074
Nigeria,Naira Nigeriana,0.002473
Noruega,Corona Noruega,0.350873
Panamá,Balboa,3.356
Paraguay,Guaraní,0.00052
Polonia,Zloty Polaco,0.936566
Reino Unido,Libra Esterlina,4.519257
República Dominicana,Peso de República Dominicana,0.056072
Singapur,Dólar de Singapur,2.653173
Suecia,Corona Sueca,0.370281
Suiza,Franco Suizo,4.331999
Tailandia,Baht,0.107848
"Taiwán, Provincia de China",Nuevo Dólar de Taiwan,0.107493
Turquía,Lira,0.076477
Unión,Europea Euro,3.954751
Uruguay,Peso Uruguayo,0.087441
Vietnam,Dong,0.000128
