fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-08-21,21/08/2026,oferta_demanda,Dólar de N.A.,,3.343,3.352,,,
2026-08-21,21/08/2026,oferta_demanda,Dólar Canadiense,,2.16,2.439,,,
2026-08-21,21/08/2026,oferta_demanda,Libra Esterlina,,4.274,4.724,,,
2026-08-21,21/08/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-08-21,21/08/2026,oferta_demanda,Peso Mexicano,,0.197,0.198,,,
2026-08-21,21/08/2026,oferta_demanda,Franco Suizo,,4.024,4.479,,,
2026-08-21,21/08/2026,oferta_demanda,Euro,,3.74,4.055,,,
2026-08-21,21/08/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-08-21,21/08/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-08-21,21/08/2026,mercado_profesional,Dólar de N.A.,,,,3.3465,,
