fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-09-17,17/09/2026,oferta_demanda,Dólar de N.A.,,3.36,3.368,,,
2026-09-17,17/09/2026,oferta_demanda,Dólar Canadiense,,2.273,2.475,,,
2026-09-17,17/09/2026,oferta_demanda,Libra Esterlina,,,4.721,,,
2026-09-17,17/09/2026,oferta_demanda,Yen Japonés,,0.022,0.022,,,
2026-09-17,17/09/2026,oferta_demanda,Peso Mexicano,,0.195,0.197,,,
2026-09-17,17/09/2026,oferta_demanda,Franco Suizo,,4.068,4.29,,,
2026-09-17,17/09/2026,oferta_demanda,Euro,,3.609,4.054,,,
2026-09-17,17/09/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-09-17,17/09/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-09-17,17/09/2026,mercado_profesional,Dólar de N.A.,,,,3.3623,,
