fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-09-08,08/09/2026,oferta_demanda,Dólar de N.A.,,3.351,3.36,,,
2026-09-08,08/09/2026,oferta_demanda,Dólar Canadiense,,2.314,2.443,,,
2026-09-08,08/09/2026,oferta_demanda,Libra Esterlina,,4.425,4.597,,,
2026-09-08,08/09/2026,oferta_demanda,Yen Japonés,,,0.023,,,
2026-09-08,08/09/2026,oferta_demanda,Peso Mexicano,,,0.198,,,
2026-09-08,08/09/2026,oferta_demanda,Franco Suizo,,3.839,4.406,,,
2026-09-08,08/09/2026,oferta_demanda,Euro,,3.878,3.917,,,
2026-09-08,08/09/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-09-08,08/09/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-09-08,08/09/2026,mercado_profesional,Dólar de N.A.,,,,3.355,,
