fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-01-23,23/01/2026,oferta_demanda,Dólar de N.A.,,3.349,3.359,,,
2026-01-23,23/01/2026,oferta_demanda,Dólar Canadiense,,2.289,2.688,,,
2026-01-23,23/01/2026,oferta_demanda,Libra Esterlina,,4.466,4.733,,,
2026-01-23,23/01/2026,oferta_demanda,Yen Japonés,,0.02,0.022,,,
2026-01-23,23/01/2026,oferta_demanda,Peso Mexicano,,,0.193,,,
2026-01-23,23/01/2026,oferta_demanda,Franco Suizo,,3.922,4.658,,,
2026-01-23,23/01/2026,oferta_demanda,Euro,,3.698,4.148,,,
2026-01-23,23/01/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-01-23,23/01/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,3.352,3.352,3.352
2026-01-23,23/01/2026,mercado_profesional,Dólar de N.A.,,,,3.3522,,
