fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-04-22,22/04/2026,oferta_demanda,Dólar de N.A.,,3.436,3.444,,,
2026-04-22,22/04/2026,oferta_demanda,Dólar Canadiense,,2.366,2.526,,,
2026-04-22,22/04/2026,oferta_demanda,Libra Esterlina,,4.392,4.946,,,
2026-04-22,22/04/2026,oferta_demanda,Yen Japonés,,,0.024,,,
2026-04-22,22/04/2026,oferta_demanda,Peso Mexicano,,0.198,0.199,,,
2026-04-22,22/04/2026,oferta_demanda,Franco Suizo,,,4.787,,,
2026-04-22,22/04/2026,oferta_demanda,Euro,,3.759,4.228,,,
2026-04-22,22/04/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-04-22,22/04/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-04-22,22/04/2026,mercado_profesional,Dólar de N.A.,,,,3.4415,,
