fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-02,02/06/2026,oferta_demanda,Dólar de N.A.,,3.407,3.414,,,
2026-06-02,02/06/2026,oferta_demanda,Dólar Canadiense,,2.228,2.474,,,
2026-06-02,02/06/2026,oferta_demanda,Libra Esterlina,,4.272,4.697,,,
2026-06-02,02/06/2026,oferta_demanda,Yen Japonés,,0.021,0.022,,,
2026-06-02,02/06/2026,oferta_demanda,Peso Mexicano,,0.197,0.198,,,
2026-06-02,02/06/2026,oferta_demanda,Franco Suizo,,4.038,4.588,,,
2026-06-02,02/06/2026,oferta_demanda,Euro,,3.718,4.105,,,
2026-06-02,02/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-02,02/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-02,02/06/2026,mercado_profesional,Dólar de N.A.,,,,3.4096,,
