fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-13,13/07/2026,oferta_demanda,Dólar de N.A.,,3.395,3.406,,,
2026-07-13,13/07/2026,oferta_demanda,Dólar Canadiense,,2.201,2.548,,,
2026-07-13,13/07/2026,oferta_demanda,Libra Esterlina,,4.435,4.782,,,
2026-07-13,13/07/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-07-13,13/07/2026,oferta_demanda,Peso Mexicano,,0.194,0.195,,,
2026-07-13,13/07/2026,oferta_demanda,Franco Suizo,,3.882,4.543,,,
2026-07-13,13/07/2026,oferta_demanda,Euro,,3.604,4.054,,,
2026-07-13,13/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-13,13/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-13,13/07/2026,mercado_profesional,Dólar de N.A.,,,,3.4036,,
