fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-16,16/06/2026,oferta_demanda,Dólar de N.A.,,3.376,3.382,,,
2026-06-16,16/06/2026,oferta_demanda,Dólar Canadiense,,2.238,2.421,,,
2026-06-16,16/06/2026,oferta_demanda,Libra Esterlina,,4.475,4.825,,,
2026-06-16,16/06/2026,oferta_demanda,Yen Japonés,,0.021,0.023,,,
2026-06-16,16/06/2026,oferta_demanda,Peso Mexicano,,0.196,0.197,,,
2026-06-16,16/06/2026,oferta_demanda,Franco Suizo,,3.92,4.326,,,
2026-06-16,16/06/2026,oferta_demanda,Euro,,3.909,3.948,,,
2026-06-16,16/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-16,16/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,3.3824,3.378,3.384
2026-06-16,16/06/2026,mercado_profesional,Dólar de N.A.,,,,3.3795,,
