fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-09-14,14/09/2026,oferta_demanda,Dólar de N.A.,,3.373,3.383,,,
2026-09-14,14/09/2026,oferta_demanda,Dólar Canadiense,,2.769,0.003,,,
2026-09-14,14/09/2026,oferta_demanda,Libra Esterlina,,,4.678,,,
2026-09-14,14/09/2026,oferta_demanda,Yen Japonés,,0.022,0.023,,,
2026-09-14,14/09/2026,oferta_demanda,Peso Mexicano,,0.197,0.198,,,
2026-09-14,14/09/2026,oferta_demanda,Franco Suizo,,,4.05,,,
2026-09-14,14/09/2026,oferta_demanda,Euro,,3.906,4.11,,,
2026-09-14,14/09/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-09-14,14/09/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-09-14,14/09/2026,mercado_profesional,Dólar de N.A.,,,,3.3798,,
