fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-06-26,26/06/2026,oferta_demanda,Dólar de N.A.,,3.406,3.415,,,
2026-06-26,26/06/2026,oferta_demanda,Dólar Canadiense,,2.315,2.621,,,
2026-06-26,26/06/2026,oferta_demanda,Libra Esterlina,,4.474,4.894,,,
2026-06-26,26/06/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-06-26,26/06/2026,oferta_demanda,Peso Mexicano,,,0.201,,,
2026-06-26,26/06/2026,oferta_demanda,Franco Suizo,,3.912,4.566,,,
2026-06-26,26/06/2026,oferta_demanda,Euro,,3.625,4.052,,,
2026-06-26,26/06/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-06-26,26/06/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-06-26,26/06/2026,mercado_profesional,Dólar de N.A.,,,,3.4093,,
