fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-05-11,11/05/2026,oferta_demanda,Dólar de N.A.,,3.428,3.44,,,
2026-05-11,11/05/2026,oferta_demanda,Dólar Canadiense,,2.393,2.522,,,
2026-05-11,11/05/2026,oferta_demanda,Libra Esterlina,,4.403,4.807,,,
2026-05-11,11/05/2026,oferta_demanda,Yen Japonés,,,0.022,,,
2026-05-11,11/05/2026,oferta_demanda,Peso Mexicano,,0.199,0.2,,,
2026-05-11,11/05/2026,oferta_demanda,Franco Suizo,,,4.073,,,
2026-05-11,11/05/2026,oferta_demanda,Euro,,3.78,4.244,,,
2026-05-11,11/05/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-05-11,11/05/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-05-11,11/05/2026,mercado_profesional,Dólar de N.A.,,,,3.4329,,
