fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-30,30/07/2026,oferta_demanda,Dólar de N.A.,,3.384,3.399,,,
2026-07-30,30/07/2026,oferta_demanda,Dólar Canadiense,,2.426,0.003,,,
2026-07-30,30/07/2026,oferta_demanda,Libra Esterlina,,4.422,4.693,,,
2026-07-30,30/07/2026,oferta_demanda,Yen Japonés,,0.021,0.022,,,
2026-07-30,30/07/2026,oferta_demanda,Peso Mexicano,,0.195,0.196,,,
2026-07-30,30/07/2026,oferta_demanda,Franco Suizo,,,4.212,,,
2026-07-30,30/07/2026,oferta_demanda,Euro,,3.816,3.993,,,
2026-07-30,30/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-30,30/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-30,30/07/2026,mercado_profesional,Dólar de N.A.,,,,3.3914,,
