fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-04-30,30/04/2026,oferta_demanda,Dólar de N.A.,,3.512,3.521,,,
2026-04-30,30/04/2026,oferta_demanda,Dólar Canadiense,,2.482,2.622,,,
2026-04-30,30/04/2026,oferta_demanda,Libra Esterlina,,,5.067,,,
2026-04-30,30/04/2026,oferta_demanda,Yen Japonés,,0.022,0.023,,,
2026-04-30,30/04/2026,oferta_demanda,Peso Mexicano,,0.2,0.201,,,
2026-04-30,30/04/2026,oferta_demanda,Franco Suizo,,4.449,4.498,,,
2026-04-30,30/04/2026,oferta_demanda,Euro,,3.891,4.299,,,
2026-04-30,30/04/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-04-30,30/04/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-04-30,30/04/2026,mercado_profesional,Dólar de N.A.,,,,3.5182,,
