fecha_iso,fecha_publicada,tipo,moneda,operacion,compra,venta,promedio_ponderado,minimo,maximo
2026-07-24,24/07/2026,oferta_demanda,Dólar de N.A.,,3.399,3.411,,,
2026-07-24,24/07/2026,oferta_demanda,Dólar Canadiense,,2.612,0.003,,,
2026-07-24,24/07/2026,oferta_demanda,Libra Esterlina,,4.528,4.652,,,
2026-07-24,24/07/2026,oferta_demanda,Yen Japonés,,0.021,0.025,,,
2026-07-24,24/07/2026,oferta_demanda,Peso Mexicano,,0.194,0.196,,,
2026-07-24,24/07/2026,oferta_demanda,Franco Suizo,,4.571,4.567,,,
2026-07-24,24/07/2026,oferta_demanda,Euro,,3.802,4.001,,,
2026-07-24,24/07/2026,mesa_bcr,Dólar de N.A.,VENTA,,,,,
2026-07-24,24/07/2026,mesa_bcr,Dólar de N.A.,COMPRA,,,,,
2026-07-24,24/07/2026,mercado_profesional,Dólar de N.A.,,,,3.4054,,
